Spannung,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02
blue,2.62417774344037,2.65857458664097,2.68826466815682,2.71489253466316,2.73990162598527,2.76317068012885,2.78465047792578,2.80506087021987,2.82483906731757,2.84347844153249,2.8612698947592,2.87840797907642,2.89480926704213,2.91045138851199,2.92557991252087,2.93987760412736,2.95375701353996,2.9672644016824,2.9803246908213
blue,2.62417774344037,2.65857458664097,2.68826466815682,2.71489253466316,2.73990162598527,2.76317068012885,2.78465047792578,2.80506087021987,2.82483906731757,2.84347844153249,2.8612698947592,2.87840797907642,2.89480926704213,2.91045138851199,2.92557991252087,2.93987760412736,2.95375701353996,2.9672644016824,2.9803246908213
blue,2.62099244338894,2.65578412054795,2.68533237251368,2.71242591420186,2.7370151222945,2.76012297744215,2.78210242631763,2.80261264520223,2.8221897524151,2.84095420969776,2.85886583768209,2.87605366242183,2.8923854553259,2.90786533838863,2.92310961774267,2.93768965181728,2.95159821556411,2.96519287895148,2.97827590112019
blue,2.61995052347146,2.65449860168458,2.68436342287929,2.71112109933909,2.73581580338683,2.75899027884755,2.78074319093235,2.80137439433357,2.82099128742703,2.83973471170317,2.85747488190045,2.87463551538462,2.89097045066216,2.90687279361744,2.92209626573053,2.93649799206731,2.9505096739102,2.96401841047421,2.97724608959705
blue,2.61979984327279,2.65471668969425,2.68404130953338,2.71095109912066,2.7354377623154,2.75865679700108,2.78015831553383,2.80088666399294,2.82052807801882,2.83928271235206,2.85715442632441,2.87430398014797,2.89069976913322,2.90624426002429,2.92153700087204,2.93607784278904,2.94997958783068,2.96362636365852,2.97666144512778
blue,2.61967270257257,2.6543033531895,2.68387120266363,2.71063544733938,2.73555641424271,2.75826157732178,2.77999168394864,2.80059163024838,2.82015116187349,2.83897719227706,2.85671826705266,2.87393270008136,2.89028481783483,2.9060017917747,2.92121756184559,2.93566838430745,2.94970557976044,2.96324556490541,2.976407
blue,2.61941852586044,2.65403495621745,2.68361760541917,2.71042179889064,2.73490352954597,2.75830244338073,2.77984567986479,2.80021987470048,2.81998624123861,2.83875030878198,2.85647529568194,2.87352374223275,2.88988939534134,2.90571245885516,2.92075118379654,2.93536370704764,2.94926968000528,2.96290987841945,2.97603
blue,2.61932477876036,2.65380195765249,2.68332650898914,2.71022427756225,2.73468733844822,2.75771845114826,2.77944659364737,2.79994502795512,2.81958019150024,2.83821039615391,2.85622759349364,2.87337866614045,2.88969558578823,2.90529852331616,2.92054997175236,2.93513021767741,2.94918245480631,2.96260508615786,2.97577538919389
blue,2.61911420582633,2.65364035599106,2.68329075065212,2.71000486927237,2.73476297578659,2.75774392331856,2.77936522126477,2.79994840158611,2.81965665836149,2.83814216747847,2.85610139665188,2.87321764857027,2.88962184473352,2.90541666642881,2.9205203122398,2.9349436730353,2.94897575604023,2.96272435508118,2.97575615003007
